Date,Rainfall_mm,River_Level_m,Temperature_C,Humidity_pct
2011-11-28,36.48,5.926,20.03,53.37
2011-11-29,8.71,8.587,18.91,62.66
2011-11-30,7.7,8.781,18.05,57.14
2011-12-01,0.41,9.308,20.12,60.61
2011-12-02,6.8,9.166,18.68,58.41
2011-12-03,2.38,6.934,18.5,56.2
2011-12-04,3.55,6.327,21.07,54.24
2011-12-05,1.6,6.584,20.71,53.41
2011-12-06,4.62,3.656,20.3,60.02
2011-12-07,3.53,3.192,18.75,57.77
2011-12-08,6.08,3.01,21.86,59.14
2011-12-09,2.43,3.53,21.18,60.05
2011-12-10,3.59,2.975,19.93,58.99
2011-12-11,3.02,3.021,19.8,56.83
2011-12-12,12.84,3.067,20.47,61.61
2011-12-13,1.11,4.167,20.0,58.31
2011-12-14,2.17,3.975,22.77,59.5
2011-12-15,0.87,3.678,20.25,61.71
2011-12-16,2.54,3.336,19.66,59.72
2011-12-17,1.91,3.342,22.4,54.77
2011-12-18,1.65,3.312,20.32,63.68
2011-12-19,1.65,2.982,21.76,64.66
2011-12-20,0.29,2.13,21.73,55.74
2011-12-21,0.16,2.052,21.08,58.44
2011-12-22,0.82,1.933,20.26,67.99
2011-12-23,0.0,2.172,21.27,62.95
2011-12-24,0.34,1.721,20.23,62.61
2011-12-25,1.24,1.507,21.46,61.66
2011-12-26,1.42,1.445,22.34,60.19
2011-12-27,10.13,1.667,23.37,63.04
2011-12-28,1.55,2.243,20.65,66.89
2011-12-29,0.0,2.506,21.58,64.26
2011-12-30,1.2,2.306,21.39,66.49
2011-12-31,0.44,2.344,22.27,70.3
2012-01-01,0.0,2.539,20.56,63.6
2012-01-02,0.4,2.316,21.24,66.6
2012-01-03,0.78,2.34,20.57,69.05
2012-01-04,2.4,1.6,20.91,63.58
2012-01-05,2.7,1.672,21.77,67.25
2012-01-06,1.69,1.807,24.19,72.68
2012-01-07,2.83,1.941,22.95,66.38
2012-01-08,0.75,1.972,22.75,70.95
2012-01-09,1.23,1.879,24.12,67.66
2012-01-10,6.8,2.261,23.24,73.82
2012-01-11,0.0,2.689,23.42,63.83
2012-01-12,2.86,2.419,22.55,69.3
2012-01-13,0.0,2.346,22.47,65.0
2012-01-14,4.02,2.154,21.88,67.67
2012-01-15,0.18,2.458,22.68,67.99
2012-01-16,0.0,2.572,23.08,69.64
2012-01-17,3.62,2.295,23.79,67.2
2012-01-18,0.0,2.018,23.49,70.88
2012-01-19,0.91,2.052,23.24,72.81
2012-01-20,3.03,2.116,22.78,67.15
2012-01-21,6.88,2.216,24.17,70.17
2012-01-22,1.22,2.276,23.35,80.02
2012-01-23,0.56,2.456,24.28,73.7
2012-01-24,0.0,2.531,22.09,67.58
2012-01-25,4.12,2.102,24.42,69.14
2012-01-26,4.62,2.614,24.91,74.33
2012-01-27,1.3,2.753,24.86,74.27
2012-01-28,0.57,2.545,24.12,72.51
2012-01-29,0.98,2.199,25.31,81.15
2012-01-30,4.42,2.164,23.2,82.73
2012-01-31,2.9,2.481,24.45,74.38
2012-02-01,0.83,2.636,24.42,78.09
2012-02-02,2.33,2.5075000000000003,25.73,78.53
2012-02-03,1.16,2.379,22.74,79.22
2012-02-04,8.7,2.299,23.78,74.41
2012-02-05,0.31,2.81,26.65,82.43
2012-02-06,0.97,2.657,22.54,76.69
2012-02-07,3.09,2.485,25.86,78.44
2012-02-08,2.38,2.607,24.41,77.45
2012-02-09,1.7,2.652,25.43,77.29
2012-02-10,1.37,2.594,26.66,78.81
2012-02-11,1.93,2.623,25.6,74.68
2012-02-12,0.0,2.133,26.81,72.58
2012-02-13,0.47,2.194,24.94,78.1
2012-02-14,0.0,2.075,25.14,76.35
2012-02-15,1.81,1.834,26.35,80.88
2012-02-16,1.32,1.76,25.18,80.77
2012-02-17,1.76,1.702,26.27,79.75
2012-02-18,0.0,1.873,26.92,84.38
2012-02-19,5.0,1.703,26.66,80.15
2012-02-20,3.87,2.233,24.27,76.01
2012-02-21,3.18,2.362,25.56,79.93
2012-02-22,4.89,2.505,26.24,84.33
2012-02-23,0.0,2.711,25.76,75.37
2012-02-24,2.31,2.791,26.14,80.95
2012-02-25,0.97,2.659,26.4,83.16
2012-02-26,9.55,2.899,25.63,89.58
2012-02-27,0.95,3.106,26.01,85.44
2012-02-28,2.58,2.983,25.07,82.39
2012-02-29,9.54,2.794,25.82,83.74
2012-03-01,2.87,3.35,24.81,76.66
2012-03-02,41.24,3.378,26.5,79.37
2012-03-03,8.33,6.643,26.23,84.63
2012-03-04,0.48,7.185,25.54,83.32
2012-03-05,13.05,6.489,28.28,83.86
2012-03-06,0.59,7.408,26.29,83.24
2012-03-07,9.55,7.246,26.86,83.27
2012-03-08,10.03,7.503500000000001,25.97,83.73
2012-03-09,4.07,7.761,26.22,80.38
2012-03-10,28.23,4.787,26.99,82.99
2012-03-11,3.54,6.444,26.37,80.06
2012-03-12,23.25,6.685,26.73,82.05
2012-03-13,24.03,7.44,27.56,87.61
2012-03-14,8.53,9.508,26.26,83.58
2012-03-15,12.87,9.301,25.47,86.01
2012-03-16,2.9,9.539,25.3,84.66
2012-03-17,2.24,9.335,28.29,83.25
2012-03-18,6.27,7.596,27.8,81.46
2012-03-19,12.33,7.85,27.55,83.36
2012-03-20,4.86,6.656,26.47,85.18
2012-03-21,2.32,5.323,25.59,86.43
2012-03-22,8.12,4.694,26.65,85.11
2012-03-23,19.46,4.484,26.86,86.75
2012-03-24,5.93,5.682,25.83,80.28
2012-03-25,40.85,5.953,25.5,87.48
2012-03-26,7.24,8.46,25.25,81.53
2012-03-27,2.31,8.215,27.64,87.9
2012-03-28,36.15,8.1,25.79,86.48
2012-03-29,3.86,10.825,27.31,79.37
2012-03-30,7.53,10.343,26.6,87.21
2012-03-31,7.55,9.437,27.59,87.99
2012-04-01,51.66,9.695,27.34,88.77
2012-04-02,2.84,10.366,26.77,82.69
2012-04-03,15.08,10.8315,27.12,85.52
2012-04-04,1.28,11.297,26.88,87.04
2012-04-05,6.55,8.423,26.37,87.14
2012-04-06,3.77,8.633,27.96,86.13
2012-04-07,2.86,8.096,26.54,83.59
2012-04-08,10.34,7.841,26.87,87.79
2012-04-09,11.08,4.823,25.53,87.76
2012-04-10,5.77,5.217,27.2,84.26
2012-04-11,2.9,4.658,26.3,82.31
2012-04-12,7.2,4.601,26.42,82.41
2012-04-13,19.55,4.686,26.04,88.61
2012-04-14,7.36,6.028,26.74,87.29
2012-04-15,4.75,6.346,24.83,84.3
2012-04-16,9.49,5.927,27.5,83.67
2012-04-17,14.13,5.68,26.75,78.87
2012-04-18,0.33,6.317,26.3,83.82
2012-04-19,8.92,6.136,25.19,80.39
2012-04-20,9.01,6.309,27.15,84.33
2012-04-21,18.23,5.496,26.05,87.29
2012-04-22,7.18,6.493,27.96,80.67
2012-04-23,6.06,6.592,27.11,84.2
2012-04-24,3.67,6.357,28.12,86.35
2012-04-25,13.05,5.486,26.69,83.87
2012-04-26,8.76,6.378,27.59,81.5
2012-04-27,3.34,6.479,26.94,82.95
2012-04-28,26.03,6.036,25.99,85.63
2012-04-29,14.72,6.723,26.59,83.39
2012-04-30,2.86,7.144,25.52,82.42
2012-05-01,5.14,6.79,28.38,85.73
2012-05-02,11.89,7.13,26.17,83.63
2012-05-03,10.2,7.055,26.25,78.3
2012-05-04,7.8,7.116,26.57,83.61
2012-05-05,13.24,7.494,25.04,84.38
2012-05-06,4.62,6.556,27.4,77.62
2012-05-07,19.56,5.614,25.01,74.32
2012-05-08,6.63,6.968,24.73,77.8
2012-05-09,36.16,7.123,25.76,80.41
2012-05-10,9.33,8.935,24.6,83.53
2012-05-11,1.91,8.972,27.38,77.6
2012-05-12,45.64,8.51,25.53,81.72
2012-05-13,15.7,11.272,22.48,71.15
2012-05-14,7.67,11.965,25.85,80.13
2012-05-15,23.09,11.063,26.14,78.13
2012-05-16,3.38,12.452,25.11,85.41
2012-05-17,13.43,9.654,24.11,73.19
2012-05-18,6.01,10.203,25.3,78.57
2012-05-19,0.91,10.57,24.86,72.67
2012-05-20,15.34,6.812,24.3,76.45
2012-05-21,9.33,6.732,24.15,72.74
2012-05-22,24.19,7.082,25.3,84.48
2012-05-23,9.16,7.279999999999999,25.98,76.24
2012-05-24,18.33,7.478,25.47,76.4
2012-05-25,13.35,8.004,23.21,76.63
2012-05-26,2.57,8.581,25.48,73.08
2012-05-27,2.66,8.548,25.57,79.36
2012-05-28,27.64,7.592,26.12,77.83
2012-05-29,19.58,9.09,23.7,78.37
2012-05-30,3.28,8.666,24.52,71.67
2012-05-31,3.18,8.054,25.07,78.43
2012-06-01,0.92,6.887,23.9,77.78
2012-06-02,3.77,5.851,24.91,73.73
2012-06-03,0.92,5.838,24.26,76.8
2012-06-04,3.22,5.825,23.36,74.63
2012-06-05,0.0,4.009,23.36,68.72
2012-06-06,5.91,2.606,25.3,72.64
2012-06-07,3.17,2.776,22.97,71.43
2012-06-08,3.11,2.449,22.72,72.81
2012-06-09,1.88,2.68,24.15,75.3
2012-06-10,0.83,2.579,23.7,66.99
2012-06-11,1.14,2.4485,22.34,70.26
2012-06-12,0.71,2.318,23.05,68.8
2012-06-13,1.33,2.539,22.67,68.6
2012-06-14,0.59,2.244,22.76,68.14
2012-06-15,0.87,2.063,25.84,70.48
2012-06-16,0.0,1.741,22.93,71.51
2012-06-17,0.0,1.61,22.27,70.65
2012-06-18,0.01,1.607,25.09,69.83
2012-06-19,2.95,1.47,23.87,70.8
2012-06-20,2.11,1.741,23.62,75.74
2012-06-21,0.26,1.765,21.98,68.66
2012-06-22,1.58,1.658,23.92,70.98
2012-06-23,0.0,1.567,23.46,70.47
2012-06-24,3.17,1.903,22.71,72.57
2012-06-25,2.96,1.938,20.76,68.57
2012-06-26,0.0,2.278,22.37,64.01
2012-06-27,3.02,1.815,24.03,67.12
2012-06-28,1.98,2.078,22.44,66.61
2012-06-29,1.66,2.227,21.75,67.96
2012-06-30,2.62,2.238,21.81,62.55
2012-07-01,2.92,2.734,21.8,68.63
2012-07-02,2.18,2.35,21.07,64.5
2012-07-03,0.34,2.432,21.74,66.66
2012-07-04,1.55,2.43,23.14,64.72
2012-07-05,5.22,2.192,22.94,63.82
2012-07-06,0.09,2.6,20.77,63.81
2012-07-07,7.67,2.377,22.72,64.78
2012-07-08,1.5,2.885,22.12,68.3
2012-07-09,2.55,2.88,21.9,56.03
2012-07-10,0.59,2.729,21.62,63.36
2012-07-11,2.65,2.705,20.17,61.54
2012-07-12,0.8,2.927,20.61,60.54
2012-07-13,4.73,2.608,21.77,53.64
2012-07-14,6.61,2.751,19.64,62.13
2012-07-15,2.04,2.709,19.72,59.68
2012-07-16,0.0,2.865,20.99,57.22
2012-07-17,1.58,2.58,19.81,59.52
2012-07-18,1.25,2.577,21.34,58.19
2012-07-19,4.77,2.615,19.68,53.51
2012-07-20,4.77,2.946,20.6,58.68
2012-07-21,4.61,2.848,20.6,59.83
2012-07-22,4.84,2.728,19.71,56.12
2012-07-23,0.74,2.888,19.87,58.23
2012-07-24,0.28,2.895,19.35,57.45
2012-07-25,4.38,2.851,19.93,59.95
2012-07-26,0.85,3.159,18.91,56.19
2012-07-27,0.42,2.69,19.57,58.59
2012-07-28,0.0,2.447,20.47,54.94
2012-07-29,4.68,2.13,18.51,61.48
2012-07-30,0.0,2.227,19.08,53.96
2012-07-31,4.19,2.018,20.01,52.92
2012-08-01,1.53,2.0655,17.34,54.38
2012-08-02,0.23,2.113,21.2,52.2
2012-08-03,0.69,2.027,20.32,50.35
2012-08-04,1.92,2.161,17.66,55.99
2012-08-05,2.56,2.225,17.03,44.34
2012-08-06,1.04,1.819,19.09,51.09
2012-08-07,1.38,2.542,17.87,48.94
2012-08-08,3.16,1.962,19.89,53.12
2012-08-09,3.4,2.087,19.25,45.86
2012-08-10,6.64,2.178,18.91,53.8
2012-08-11,7.5,2.662,18.15,53.87
2012-08-12,0.0,3.245,20.26,46.74
2012-08-13,1.63,3.083,19.35,51.96
2012-08-14,4.49,3.167,19.14,52.68
2012-08-15,0.2,3.369,19.67,53.71
2012-08-16,0.0,2.99,17.39,46.24
2012-08-17,0.74,2.586,19.64,45.58
2012-08-18,2.84,2.355,18.03,54.68
2012-08-19,0.79,1.939,18.57,47.48
2012-08-20,3.02,1.929,18.02,48.14
2012-08-21,1.87,2.249,16.25,51.4
2012-08-22,3.36,1.799,19.03,45.78
2012-08-23,0.45,2.271,16.19,48.28
2012-08-24,4.49,2.105,17.0,51.55
2012-08-25,1.56,2.559,17.46,44.41
2012-08-26,0.32,2.537,15.91,46.97
2012-08-27,0.0,2.372,16.72,44.9
2012-08-28,0.0,2.333,18.02,45.77
2012-08-29,1.61,2.206,17.38,51.47
2012-08-30,1.08,1.898,17.42,51.95
2012-08-31,2.98,1.979,16.73,48.34
2012-09-01,3.09,1.91,17.65,49.0
2012-09-02,0.32,1.981,17.23,48.75
2012-09-03,0.9,1.97,15.88,45.07
2012-09-04,0.0,1.946,17.28,47.65
2012-09-05,5.96,1.83,16.21,42.9
2012-09-06,0.31,2.207,18.31,43.77
2012-09-07,0.0,2.523,16.99,46.25
2012-09-08,5.52,2.079,19.87,43.2
2012-09-09,5.09,2.216,18.28,42.44
2012-09-10,0.69,2.749,17.16,44.01
2012-09-11,0.81,2.531,17.84,49.47
2012-09-12,1.65,2.729,15.14,50.6
2012-09-13,4.0,2.333,18.17,45.73
2012-09-14,0.0,2.667,16.36,47.48
2012-09-15,1.05,2.587,17.25,43.95
2012-09-16,1.38,2.167,16.41,40.0
2012-09-17,0.98,1.884,16.5,42.8
2012-09-18,1.64,1.911,16.92,44.48
2012-09-19,0.0,2.056,17.16,45.76
2012-09-20,1.48,1.768,17.04,44.98
2012-09-21,2.41,1.598,17.05,44.38
2012-09-22,8.37,1.929,15.42,43.45
2012-09-23,0.09,2.488,19.37,46.17
2012-09-24,1.81,2.417,17.26,41.01
2012-09-25,6.31,2.459,17.45,47.47
2012-09-26,4.7,3.089,16.67,43.28
2012-09-27,6.7,3.341,16.13,51.22
2012-09-28,4.19,3.593,17.15,44.06
2012-09-29,4.62,3.784,17.29,43.56
2012-09-30,2.01,3.576,18.3,43.31
2012-10-01,6.59,3.622,19.08,43.59
2012-10-02,11.05,4.078,18.48,46.84
2012-10-03,61.3,4.428,15.24,44.9
2012-10-04,14.31,8.888,16.55,48.01
2012-10-05,2.39,9.537,17.36,46.47
2012-10-06,5.23,9.541,16.63,45.21
2012-10-07,15.76,9.455,17.0,46.27
2012-10-08,0.95,10.432,14.91,48.79
2012-10-09,1.61,10.047,17.98,47.22
2012-10-10,9.64,9.113,15.2,46.15
2012-10-11,7.47,5.205,15.52,46.64
2012-10-12,13.66,4.775,16.1,41.98
2012-10-13,57.39,5.411,17.03,53.23
2012-10-14,16.01,9.733,15.53,47.18
2012-10-15,5.59,9.837,16.11,47.57
2012-10-16,11.31,10.219,18.34,45.69
2012-10-17,14.12,11.014,17.11,40.0
2012-10-18,4.92,11.057,17.68,45.18
2012-10-19,1.44,11.09,16.04,46.32
2012-10-20,3.84,9.912,17.25,43.73
2012-10-21,13.08,5.679,17.19,43.83
2012-10-22,6.24,5.626,16.57,45.43
2012-10-23,2.49,5.612,17.34,48.9
2012-10-24,5.88,4.963,15.54,50.48
2012-10-25,0.19,4.138,17.9,47.37
2012-10-26,9.33,4.0,17.1,45.31
2012-10-27,0.0,4.553,17.28,46.07
2012-10-28,5.57,4.266,18.43,47.62
2012-10-29,4.88,3.468,18.05,48.14
2012-10-30,27.21,3.584,17.34,48.96
2012-10-31,3.15,5.413,16.59,46.51
2012-11-01,1.9,5.165,19.08,49.59
2012-11-02,8.6,5.426,16.46,49.54
2012-11-03,1.02,5.363,18.47,47.19
2012-11-04,27.83,5.302,16.3,43.41
2012-11-05,6.16,7.373,18.86,46.11
2012-11-06,0.03,7.451,19.0,53.68
2012-11-07,9.34,6.542,16.13,44.1
2012-11-08,2.02,5.633,18.55,53.35
2012-11-09,0.49,5.633,18.52,44.43
2012-11-10,3.6,4.796,18.91,47.51
2012-11-11,4.26,5.169,18.63,48.94
2012-11-12,15.7,3.282,17.36,55.64
2012-11-13,0.54,3.978,18.16,50.61
2012-11-14,32.86,4.045,20.11,50.12
2012-11-15,2.85,5.719,17.39,48.2
2012-11-16,1.07,5.914,18.89,52.82
2012-11-17,1.43,6.163,19.78,49.97
2012-11-18,5.85,6.07,17.7,51.08
2012-11-19,11.23,5.93,17.34,50.95
2012-11-20,7.91,5.685,17.56,54.45
2012-11-21,8.13,6.366,19.28,54.84
2012-11-22,3.8,4.226,17.68,50.16
2012-11-23,4.11,4.421,18.89,51.22
2012-11-24,2.69,4.593,20.47,51.21
2012-11-25,3.02,4.817,19.12,54.22
2012-11-26,4.22,4.343,18.46,56.67
2012-11-27,10.8,3.8,19.44,54.83
2012-11-28,32.64,4.17,19.31,47.96
2012-11-29,8.89,6.112,19.91,57.11
2012-11-30,22.95,6.504,21.15,51.08
2012-12-01,14.48,8.074,20.0,53.28
2012-12-02,3.89,8.867,21.72,56.32
2012-12-03,1.76,8.893,20.21,55.78
2012-12-04,5.17,8.783,19.07,58.96
2012-12-05,17.57,8.344,22.2,54.82
2012-12-06,3.62,7.148,19.87,54.07
2012-12-07,3.41,6.882,19.02,56.35
2012-12-08,0.0,5.269,22.48,60.54
2012-12-09,7.3,4.087,19.5,59.82
2012-12-10,1.8,4.329,19.54,58.51
2012-12-11,4.07,4.266,19.84,62.55
2012-12-12,6.24,4.136,20.64,62.34
2012-12-13,17.08,3.195,21.49,61.6
2012-12-14,2.21,4.323,17.99,56.03
2012-12-15,8.98,4.292,21.65,62.24
2012-12-16,5.95,4.899,20.25,59.62
2012-12-17,1.18,4.923,20.48,59.38
2012-12-18,1.59,4.837,22.69,58.85
2012-12-19,0.94,4.619,21.27,60.72
2012-12-20,0.0,4.351,21.59,59.7
2012-12-21,0.46,2.622,21.18,62.42
2012-12-22,4.4,2.69,22.08,61.74
2012-12-23,0.0,2.126,23.02,63.26
2012-12-24,1.18,1.909,19.01,64.6
2012-12-25,3.35,1.962,22.65,62.4
2012-12-26,1.04,1.891,23.2,61.41
2012-12-27,2.84,1.912,22.24,57.95
2012-12-28,3.38,2.092,21.15,66.62
2012-12-29,1.12,2.502,20.76,64.89
2012-12-30,6.44,2.199,24.36,64.47
2012-12-31,0.17,2.72,21.18,68.86
2013-01-01,0.79,2.63,23.69,61.82
2013-01-02,8.11,2.365,22.65,66.2
2013-01-03,0.0,3.141,24.39,63.48
2013-01-04,2.17,2.828,22.11,68.69
2013-01-05,0.56,2.586,20.91,60.38
2013-01-06,2.7,2.589,22.6,69.82
2013-01-07,0.0,2.273,21.2,70.03
2013-01-08,8.5,2.487,25.45,65.32
2013-01-09,2.77,3.034,23.49,68.62
2013-01-10,0.0,2.523,23.72,66.06
2013-01-11,1.29,2.707,23.8,70.38
2013-01-12,0.67,2.611,22.42,71.9
2013-01-13,0.23,2.451,23.06,66.76
2013-01-14,2.81,2.236,23.39,66.22
2013-01-15,0.49,2.465,25.3,73.73
2013-01-16,4.38,1.766,22.29,76.59
2013-01-17,0.0,2.163,22.8,72.58
2013-01-18,2.16,1.889,23.24,73.13
2013-01-19,0.91,2.146,23.01,70.75
2013-01-20,2.27,2.147,22.31,72.61
2013-01-21,1.79,2.211,21.14,73.45
2013-01-22,7.32,2.341,22.1,72.17
2013-01-23,9.72,2.55,25.11,77.08
2013-01-24,0.0,3.126,24.08,73.87
2013-01-25,1.89,3.085,25.0,74.57
2013-01-26,1.98,3.208,23.66,73.48
2013-01-27,1.27,3.233,24.22,74.09
2013-01-28,0.0,2.945,26.01,78.23
2013-01-29,2.71,3.098,26.02,75.31
2013-01-30,2.47,2.654,25.49,75.68
2013-01-31,0.28,1.922,24.82,76.01
2013-02-01,0.37,1.859,25.21,74.67
2013-02-02,5.84,1.796,25.13,71.82
2013-02-03,0.8,2.218,24.67,81.05
2013-02-04,0.0,2.213,24.5,79.82
2013-02-05,2.27,2.164,26.1,80.64
2013-02-06,2.88,2.117,23.75,73.95
2013-02-07,0.0,2.034,26.6,81.78
2013-02-08,6.49,2.207,24.9,83.61
2013-02-09,0.0,2.47,23.93,81.11
2013-02-10,1.32,2.198,24.76,83.18
2013-02-11,0.0,2.057,24.5,80.88
2013-02-12,0.0,2.242,24.86,76.2
2013-02-13,3.74,2.055,24.9,80.51
2013-02-14,4.23,2.164,24.92,76.17
2013-02-15,2.67,2.549,25.31,77.68
2013-02-16,0.14,2.262,25.61,80.66
2013-02-17,1.36,2.007,26.5,80.49
2013-02-18,1.78,2.165,25.55,81.56
2013-02-19,3.83,2.515,26.17,75.01
2013-02-20,1.31,2.632,25.91,80.14
2013-02-21,6.14,2.342,26.5,82.47
2013-02-22,4.23,2.57,26.05,83.27
2013-02-23,2.18,2.665,25.41,83.67
2013-02-24,6.15,2.749,25.19,82.18
2013-02-25,0.64,3.337,26.37,80.49
2013-02-26,0.0,3.217,27.48,83.32
2013-02-27,6.77,2.719,26.02,81.1
2013-02-28,1.02,3.279,25.59,84.88
2013-03-01,1.61,2.823,26.08,83.63
2013-03-02,9.23,2.509,25.82,82.33
2013-03-03,25.81,3.092,25.75,80.37
2013-03-04,5.92,4.68,25.02,86.2
2013-03-05,2.7,5.223,26.25,84.67
2013-03-06,26.85,5.399,26.77,89.45
2013-03-07,1.61,6.955,25.49,84.86
2013-03-08,12.61,7.059,25.73,85.25
2013-03-09,10.51,8.053,25.69,79.16
2013-03-10,7.48,8.116,25.28,84.61
2013-03-11,14.8,6.715,25.74,82.85
2013-03-12,2.61,7.302,26.53,86.39
2013-03-13,0.0,7.478,25.41,85.03
2013-03-14,11.15,5.204,26.64,87.08
2013-03-15,8.49,5.884,26.1,90.62
2013-03-16,6.34,5.612,25.9,81.92
2013-03-17,36.78,5.145,27.23,87.24
2013-03-18,0.0,7.583,26.23,86.53
2013-03-19,2.47,6.473,26.42,90.49
2013-03-20,3.3,6.48,28.2,86.74
2013-03-21,9.16,6.641,26.0,86.49
2013-03-22,26.93,6.797,28.5,87.3
2013-03-23,21.64,7.981,26.6,87.56
2013-03-24,2.67,9.055,25.82,89.21
2013-03-25,37.54,6.615,26.42,82.43
2013-03-26,4.98,9.558,27.05,83.74
2013-03-27,49.5,9.721,28.24,90.15
2013-03-28,10.9,13.347,27.79,79.09
2013-03-29,39.48,13.572,27.06,84.73
2013-03-30,18.47,14.699,28.26,85.44
2013-03-31,25.94,14.303,25.12,84.47
2013-04-01,8.97,15.998,27.25,89.74
2013-04-02,9.62,13.514,27.31,86.42
2013-04-03,3.61,14.269,27.32,83.82
2013-04-04,7.3,10.461,25.38,83.06
2013-04-05,26.59,10.261,25.97,85.78
2013-04-06,11.31,9.159,26.81,88.4
2013-04-07,27.97,8.579,28.08,85.28
2013-04-08,11.14,8.753,28.87,84.42
2013-04-09,35.97,8.936,26.28,82.69
2013-04-10,1.79,11.189,25.62,85.84
2013-04-11,0.28,11.023,27.73,85.61
2013-04-12,9.83,10.283,29.51,82.42
2013-04-13,11.5,8.956,27.99,87.6
2013-04-14,0.69,9.116,26.11,89.56
2013-04-15,3.73,7.001,29.7,84.51
2013-04-16,4.47,6.407,27.5,85.18
2013-04-17,26.94,3.683,26.0,80.86
2013-04-18,28.84,5.894,28.7,86.29
2013-04-19,0.57,7.902,25.87,85.36
2013-04-20,7.91,7.319,26.09,82.88
2013-04-21,13.86,7.101,27.41,81.51
2013-04-22,1.32,7.898,26.63,89.16
2013-04-23,35.11,8.122,26.66,84.63
2013-04-24,6.78,10.497,26.63,80.6
2013-04-25,25.23,8.816,27.67,85.78
2013-04-26,0.0,8.366,24.19,83.76
2013-04-27,35.31,8.41,26.76,83.09
2013-04-28,2.04,10.688,26.15,85.7
2013-04-29,8.48,9.551,25.65,74.76
2013-04-30,22.35,10.218,25.6,77.01
2013-05-01,32.55,9.306,23.68,86.4
2013-05-02,15.76,11.127,25.47,81.7
2013-05-03,13.07,10.552,27.52,80.62
2013-05-04,5.51,11.389,27.01,77.71
2013-05-05,3.11,9.086,25.94,82.11
2013-05-06,15.79,9.216,24.67,82.28
2013-05-07,3.91,9.903,26.85,85.45
2013-05-08,39.38,8.306,27.29,82.04
2013-05-09,24.39,8.935,26.96,79.8
2013-05-10,54.76,9.544,24.91,81.71
2013-05-11,16.81,12.895,24.95,83.61
2013-05-12,23.74,13.977,27.42,82.73
2013-05-13,7.73,15.387,24.5,81.69
2013-05-14,7.87,14.934,26.13,80.41
2013-05-15,15.87,15.174,23.81,77.61
2013-05-16,6.14,13.236,25.23,76.01
2013-05-17,45.06,11.712,26.05,75.29
2013-05-18,3.68,10.943,25.37,79.8
2013-05-19,5.41,9.933,25.86,79.86
2013-05-20,1.39,8.526,24.05,81.39
2013-05-21,18.61,8.094,24.39,79.53
2013-05-22,10.72,8.863,25.63,80.73
2013-05-23,2.1,8.457,25.77,76.91
2013-05-24,8.95,8.149,25.23,79.35
2013-05-25,4.62,5.316,25.89,73.75
2013-05-26,12.17,5.408,23.21,76.29
2013-05-27,1.61,5.746,24.33,70.7
2013-05-28,2.86,5.874,26.55,76.0
2013-05-29,1.56,4.765,25.94,79.29
2013-05-30,1.3,3.778,25.21,75.53
2013-05-31,2.47,3.853,24.35,77.19
2013-06-01,5.69,3.31,25.47,75.55
2013-06-02,3.64,3.356,24.78,72.71
2013-06-03,1.78,2.889,22.76,73.56
2013-06-04,3.42,2.748,25.2,77.35
2013-06-05,4.37,2.94,23.26,75.65
2013-06-06,0.59,3.014,24.81,71.33
2013-06-07,0.9,3.003,22.35,68.71
2013-06-08,1.28,2.773,25.49,73.17
2013-06-09,1.06,2.422,23.53,70.49
2013-06-10,1.31,2.313,22.62,71.38
2013-06-11,1.61,2.277,22.96,67.22
2013-06-12,0.37,2.149,23.23,74.38
2013-06-13,0.0,1.807,23.48,70.64
2013-06-14,0.75,1.589,24.72,70.77
2013-06-15,2.94,1.63,23.39,67.77
2013-06-16,2.51,1.928,21.06,69.11
2013-06-17,0.81,1.763,21.92,69.97
2013-06-18,3.77,1.948,25.83,67.43
2013-06-19,0.78,2.081,23.12,68.29
2013-06-20,3.12,2.21,23.85,72.75
2013-06-21,2.29,2.416,22.51,63.01
2013-06-22,0.72,2.431,21.72,68.47
2013-06-23,1.44,2.249,22.16,65.22
2013-06-24,1.74,2.182,22.69,71.24
2013-06-25,0.0,2.367,22.01,66.35
2013-06-26,1.24,1.777,24.31,63.41
2013-06-27,1.17,2.06,21.68,65.56
2013-06-28,3.01,1.8,21.16,66.91
2013-06-29,3.55,1.965,22.94,73.84
2013-06-30,1.29,2.206,22.98,58.84
2013-07-01,1.97,1.994,21.99,61.23
2013-07-02,1.96,2.156,21.27,68.4
2013-07-03,0.18,2.351,19.88,59.61
2013-07-04,0.45,2.259,22.92,63.82
2013-07-05,1.73,2.181,22.48,62.0
2013-07-06,1.06,1.968,21.09,61.19
2013-07-07,2.77,1.784,21.5,62.25
2013-07-08,1.08,1.872,21.13,61.43
2013-07-09,2.58,1.994,22.9,65.26
2013-07-10,0.4,1.976,20.15,65.73
2013-07-11,3.07,2.0,20.48,62.68
2013-07-12,3.0,2.045,20.3,60.36
2013-07-13,2.04,2.313,21.24,61.5
2013-07-14,0.86,2.459,20.9,62.81
2013-07-15,2.59,2.058,20.96,63.06
2013-07-16,1.2,2.31,19.8,60.84
2013-07-17,0.0,2.096,22.08,63.98
2013-07-18,1.16,2.179,20.06,57.22
2013-07-19,0.0,1.978,21.62,62.16
2013-07-20,0.0,1.866,23.49,60.52
2013-07-21,1.53,1.682,19.4,56.26
2013-07-22,0.23,1.848,20.53,58.46
2013-07-23,0.0,1.524,19.98,58.35
2013-07-24,2.65,1.467,22.06,56.7
2013-07-25,0.48,1.59,19.67,56.35
